DXR	1991/12/31	
DXR	1992/3/31	
DXR	1992/6/30	
DXR	1992/9/30	
DXR	1992/12/31	
DXR	1993/3/31	
DXR	1993/6/30	
DXR	1993/9/30	
DXR	1993/12/31	
DXR	1994/3/31	
DXR	1994/6/30	
DXR	1994/9/30	
DXR	1994/12/31	
DXR	1995/3/31	
DXR	1995/6/30	
DXR	1995/9/30	
DXR	1995/12/31	
DXR	1996/3/31	
DXR	1996/6/30	
DXR	1996/9/30	
DXR	1996/12/31	
DXR	1997/3/31	
DXR	1997/6/30	
DXR	1997/9/30	
DXR	1997/12/31	
DXR	1998/3/31	
DXR	1998/6/30	
DXR	1998/9/30	
DXR	1998/12/31	
DXR	1999/3/31	
DXR	1999/6/30	
DXR	1999/9/30	
DXR	1999/12/31	
DXR	2000/3/31	
DXR	2000/6/30	
DXR	2000/9/30	
DXR	2000/12/31	
DXR	2001/3/31	
DXR	2001/6/30	
DXR	2001/9/30	
DXR	2001/12/31	
DXR	2002/3/31	
DXR	2002/6/30	
DXR	2002/9/30	
DXR	2002/12/31	
DXR	2003/3/31	
DXR	2003/6/30	
DXR	2003/9/30	
DXR	2003/12/31	
DXR	2004/3/31	
DXR	2004/6/30	
DXR	2004/9/30	
DXR	2004/12/31	
DXR	2005/3/31	
DXR	2005/6/30	
DXR	2005/9/30	
DXR	2005/12/31	
DXR	2006/3/31	88.2478
DXR	2006/6/30	79.4165
DXR	2006/9/30	76.4776
DXR	2006/12/31	68.5328
DXR	2007/3/31	61.0358
DXR	2007/6/30	69.8908
DXR	2007/9/30	72.2138
DXR	2007/12/31	65.3815
DXR	2008/3/31	58.692
DXR	2008/6/30	69.0743
DXR	2008/9/30	69.9678
DXR	2008/12/31	66.0506
DXR	2009/3/31	66.8616
DXR	2009/6/30	43.8162
DXR	2009/9/30	49.7792
DXR	2009/12/31	51.2125
DXR	2010/3/31	47.8609
DXR	2010/6/30	42.6544
DXR	2010/9/30	38.8039
DXR	2010/12/31	39.0905
DXR	2011/3/31	43.3165
DXR	2011/6/30	43.0003
DXR	2011/9/30	44.5311
DXR	2011/12/31	38.2382
TZPC	1990/2/28	
TZPC	1990/5/31	
TZPC	1990/8/31	
TZPC	1990/11/30	
TZPC	1991/2/28	
TZPC	1991/5/31	
TZPC	1991/8/31	
TZPC	1991/11/30	
TZPC	1992/2/29	
TZPC	1992/5/31	
TZPC	1992/8/31	
TZPC	1992/11/30	
TGT	1990/1/31	
TGT	1990/4/30	
TGT	1990/7/31	
TGT	1990/10/31	
TGT	1991/1/31	
TGT	1991/4/30	
TGT	1991/7/31	
TGT	1991/10/31	
TGT	1992/1/31	
TGT	1992/4/30	
TGT	1992/7/31	
TGT	1992/10/31	
TGT	1993/1/31	
TGT	1993/4/30	
TGT	1993/7/31	
TGT	1993/10/31	
TGT	1994/1/31	
TGT	1994/4/30	
TGT	1994/7/31	
TGT	1994/10/31	
TGT	1995/1/31	
TGT	1995/4/30	
TGT	1995/7/31	
TGT	1995/10/31	
TGT	1996/1/31	
TGT	1996/4/30	
TGT	1996/7/31	
TGT	1996/10/31	
TGT	1997/1/31	
TGT	1997/4/30	
TGT	1997/7/31	
TGT	1997/10/31	
TGT	1998/1/31	
TGT	1998/4/30	
TGT	1998/7/31	
TGT	1998/10/31	
TGT	1999/1/31	
TGT	1999/4/30	
TGT	1999/7/31	
TGT	1999/10/31	
TGT	2000/1/31	
TGT	2000/4/30	
TGT	2000/7/31	
TGT	2000/10/31	
TGT	2001/1/31	
TGT	2001/4/30	
TGT	2001/7/31	
TGT	2001/10/31	
TGT	2002/1/31	
TGT	2002/4/30	
TGT	2002/7/31	
TGT	2002/10/31	
TGT	2003/1/31	
TGT	2003/4/30	
TGT	2003/7/31	
TGT	2003/10/31	
TGT	2004/1/31	
TGT	2004/4/30	
TGT	2004/7/31	
TGT	2004/10/31	
TGT	2005/1/31	
TGT	2005/4/30	
TGT	2005/7/31	
TGT	2005/10/31	
TGT	2006/1/31	
TGT	2006/4/30	46106.73
TGT	2006/7/31	39390.176
TGT	2006/10/31	50829.702
TGT	2007/1/31	52755.5486
TGT	2007/4/30	50547.618
TGT	2007/7/31	51351.246
TGT	2007/10/31	51849.2
TGT	2008/1/31	45374.46
TGT	2008/4/30	41898.318
TGT	2008/7/31	34148.65
TGT	2008/10/31	30202.336
TGT	2009/1/31	23484.6144
TGT	2009/4/30	31027.52
TGT	2009/7/31	32797.878
TGT	2009/10/31	36429.046
TGT	2010/1/31	38177.8979
TGT	2010/4/30	42021.243
TGT	2010/7/31	37083.832
TGT	2010/10/31	36768.326
TGT	2011/1/31	38602.4035
TGT	2011/4/30	33829.9
TGT	2011/7/31	34766.048
TGT	2011/10/31	36759.15
TGT	2012/1/31	34006.7773
TGT	2012/4/30	38304.134
TGT	2012/7/31	39659.035
TGT	2012/10/31	41724.375
AES5	1990/3/31	
AES5	1990/6/30	
AES5	1990/9/30	
AES5	1990/12/31	
AES5	1991/3/31	
AES5	1991/6/30	
AES5	1991/9/30	
